date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:23:40	600507/600507	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2013:23:39%20GMT	https://www.classcentral.com/rankings	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
13:23:40	593413/593413	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2013:23:39%20GMT	https://www.classcentral.com/collections	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
13:23:41	575967/575967	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2013:23:40%20GMT	https://www.classcentral.com/subjects	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
13:23:42	898288/898288	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2013:23:41%20GMT	https://www.classcentral.com/subject/cs	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
13:23:43	848173/848173	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2013:23:42%20GMT	https://www.classcentral.com/subject/health	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
13:23:43	7701/7701	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:43%20GMT	https://www.classcentral.com/subject/business	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/business	(from https://www.classcentral.com/)
13:23:44	816310/816310	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2013:23:43%20GMT	https://www.classcentral.com/subject/maths	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/maths.html	(from https://www.classcentral.com/)
13:23:44	7924/7924	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:43%20GMT	https://www.classcentral.com/subject/humanities	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/humanities.35.delayed	(from https://www.classcentral.com/)
13:23:44	7735/7735	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:43%20GMT	https://www.classcentral.com/subject/engineering	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/engineering	(from https://www.classcentral.com/)
13:23:44	7890/7890	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:43%20GMT	https://www.classcentral.com/subject/science	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/science.37.delayed	(from https://www.classcentral.com/)
13:23:44	7900/7900	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:44%20GMT	https://www.classcentral.com/subject/education	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/education.38.delayed	(from https://www.classcentral.com/)
13:23:44	7946/7946	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:44%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/social-sciences.39.delayed	(from https://www.classcentral.com/)
13:23:45	7940/7940	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:44%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/art-and-design.3a.delayed	(from https://www.classcentral.com/)
13:23:45	7934/7934	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:45%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/data-science.3b.delayed	(from https://www.classcentral.com/)
13:23:45	8081/8081	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:45%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/programming-and-software-development.3c.delayed	(from https://www.classcentral.com/)
13:23:46	7987/7987	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:45%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/personal-development.3d.delayed	(from https://www.classcentral.com/)
13:23:46	7890/7890	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2021%20Feb%202023%2013:23:46%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/subject/infosec.3e.delayed	(from https://www.classcentral.com/)
13:23:49	3021320/3021320	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2013:23:47%20GMT	https://www.classcentral.com/universities	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
13:23:49	169775/169775	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2008:11:17%20GMT	https://www.classcentral.com/report/	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
13:23:49	4282/4282	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2012:32:12%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
13:23:49	837305/837305	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Feb%202023%2013:23:48%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
13:23:49	33057/33057	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2004:01:45%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
13:23:49	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
13:23:50	35437/35437	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Feb%202023%2011:28:58%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
13:23:50	198597/198597	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:22:48%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
13:23:50	145311/145311	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:24:25%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
13:23:51	176714/176714	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2014:24:30%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/Mayu/OneDrive/Ambiente%20de%20Trabalho/justhtml/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
